Team,Season,Season.Type,GP,TOI,CF,CA,CF60,CA60,CF_Perc,CSh_Perc,CSv_Perc,FF,FA,FF60,FA60,FF_Perc,FSh_Perc,FSv_Perc,SF,SA,SF60,SA60,SF_Perc,Sh_Perc,Sv_Perc,xGF,xGA,xGF60,xGA60,xGF_Perc,SCF,SCA,SCF60,SCA60,SCF_Perc,xFSh_Perc,xFSv_Perc,Adj.FSv_Perc,PDO,xPDO,GF,GA,GF60,GA60,GF_Perc,FO_Perc,PENDIFF
MTL,20072008,Regular,82,3547.46,3089,3601,52.25,60.91,46.17,4.66,96.17,2266,2603,38.33,44.03,46.54,6.35,94.7,1617,1863,27.35,31.51,46.47,8.91,92.59,131.03,152.81,2.22,2.58,46.16,431,512,7.29,8.66,45.71,5.78,94.13,0.57,101.5,99.91,144,138,2.44,2.33,51.06,49.76,28
MTL,20082009,Regular,82,3536.66,3257,3553,55.26,60.28,47.83,4.42,95.83,2360,2617,40.04,44.4,47.42,6.1,94.34,1731,1910,29.37,32.4,47.54,8.32,92.25,144.64,158.07,2.45,2.68,47.78,506,557,8.58,9.45,47.6,6.13,93.96,0.38,100.57,100.09,144,148,2.44,2.51,49.32,51.11,19
MTL,20092010,Regular,82,3798.85,3384,3796,53.45,59.95,47.13,3.84,96.29,2439,2764,38.52,43.66,46.88,5.33,94.9,1725,1987,27.25,31.38,46.47,7.54,92.9,140.4,164.01,2.22,2.59,46.12,458,551,7.23,8.7,45.39,5.76,94.07,0.83,100.44,99.82,130,141,2.05,2.23,47.97,49.4,-26
MTL,20102011,Regular,82,3696.78,3740,3507,60.7,56.92,51.61,3.58,96.21,2760,2540,44.8,41.23,52.08,4.86,94.76,1981,1865,32.15,30.27,51.51,6.76,92.87,157.92,157.89,2.56,2.56,50,549,573,8.91,9.3,48.93,5.72,93.78,0.98,99.63,99.51,134,133,2.17,2.16,50.19,49.01,-22
MTL,20112012,Regular,82,3690.18,3305,3586,53.74,58.31,47.96,4.21,95.98,2347,2573,38.16,41.84,47.7,5.92,94.4,1704,1860,27.71,30.24,47.81,8.16,92.26,132.03,149.55,2.15,2.43,46.89,445,516,7.24,8.39,46.31,5.63,94.19,0.22,100.42,99.81,139,144,2.26,2.34,49.12,47.64,-4
MTL,20122013,Regular,48,2145.89,2127,1895,59.47,52.99,52.88,4.61,95.94,1540,1338,43.06,37.41,53.51,6.36,94.25,1097,974,30.67,27.23,52.97,8.93,92.09,90.66,72.29,2.53,2.02,55.64,312,238,8.72,6.65,56.73,5.89,94.6,-0.35,101.03,100.48,98,77,2.74,2.15,56,50.2,21
MTL,20132014,Regular,82,3734.72,3373,3844,54.19,61.76,46.74,3.91,96.46,2481,2703,39.86,43.42,47.86,5.32,94.97,1751,1943,28.13,31.22,47.4,7.54,93,150.01,161.46,2.41,2.59,48.16,520,544,8.35,8.74,48.87,6.05,94.03,0.94,100.54,100.07,132,136,2.12,2.18,49.25,49.47,3
MTL,20142015,Regular,82,3858.7,3546,3763,55.14,58.51,48.52,4.09,96.76,2532,2650,39.37,41.21,48.86,5.73,95.4,1829,1916,28.44,29.79,48.84,7.93,93.63,151.2,159.1,2.35,2.47,48.73,472,534,7.34,8.3,46.92,5.97,94,1.4,101.56,99.97,145,122,2.25,1.9,54.31,51.58,-13
MTL,20152016,Regular,82,3845.88,3697,3477,57.68,54.25,51.53,3.95,95.63,2685,2550,41.89,39.78,51.29,5.44,94.04,1979,1874,30.87,29.24,51.36,7.38,91.89,160.39,149.82,2.5,2.34,51.7,553,513,8.63,8,51.88,5.97,94.12,-0.09,99.27,100.1,146,152,2.28,2.37,48.99,50.26,16
MTL,20162017,Regular,82,3961.93,3939,3558,59.65,53.88,52.54,3.88,96.37,2836,2574,42.95,38.98,52.42,5.39,94.99,2039,1910,30.88,28.93,51.63,7.5,93.25,173.13,155.35,2.62,2.35,52.71,576,512,8.72,7.75,52.94,6.1,93.96,1.02,100.75,100.07,153,129,2.32,1.95,54.26,51.37,0
N.J,20072008,Regular,82,3643.12,3096,2818,50.99,46.41,52.35,3.94,95.71,2358,2177,38.83,35.85,52,5.17,94.44,1699,1607,27.98,26.47,51.39,7.18,92.47,137.82,126.24,2.27,2.08,52.19,470,421,7.74,6.93,52.75,5.84,94.2,0.24,99.65,100.05,122,121,2.01,1.99,50.21,49.95,32
N.J,20082009,Regular,82,3670.05,3437,3102,56.19,50.71,52.56,4.31,96.16,2632,2377,43.03,38.86,52.55,5.62,94.99,1953,1782,31.93,29.13,52.29,7.58,93.32,149.08,128.65,2.44,2.1,53.68,472,418,7.72,6.83,53.03,5.66,94.59,0.41,100.9,100.25,148,119,2.42,1.95,55.43,51.7,-39
N.J,20092010,Regular,82,3887.99,3270,3143,50.46,48.5,50.99,4.4,95.86,2535,2359,39.12,36.4,51.8,5.68,94.49,1888,1762,29.14,27.19,51.73,7.63,92.62,145.06,137.13,2.24,2.12,51.41,497,480,7.67,7.41,50.87,5.72,94.19,0.3,100.25,99.91,144,130,2.22,2.01,52.55,49,33
N.J,20102011,Regular,82,3925.42,3276,2999,50.07,45.84,52.21,3.57,95.13,2513,2296,38.41,35.09,52.26,4.66,93.64,1865,1709,28.51,26.12,52.18,6.27,91.46,139.19,128.03,2.13,1.96,52.09,465,453,7.11,6.92,50.65,5.54,94.42,-0.78,97.73,99.96,117,146,1.79,2.23,44.49,50.44,-6
N.J,20112012,Regular,83,3859.65,3013,2981,46.84,46.34,50.27,4.58,95.14,2295,2264,35.68,35.19,50.34,6.01,93.6,1716,1704,26.68,26.49,50.18,8.04,91.49,139.81,135.1,2.17,2.1,50.86,450,446,7,6.93,50.22,6.09,94.03,-0.44,99.53,100.12,138,145,2.15,2.25,48.76,47.59,-6
N.J,20122013,Regular,48,2195.93,1898,1496,51.86,40.88,55.92,3.32,95.05,1419,1128,38.77,30.82,55.71,4.44,93.44,999,841,27.3,22.98,54.29,6.31,91.2,86.61,67.53,2.37,1.85,56.19,291,224,7.95,6.12,56.5,6.1,94.01,-0.57,97.51,100.12,63,74,1.72,2.02,45.99,48.22,-7
N.J,20132014,Regular,82,3868.75,3238,2713,50.22,42.08,54.41,3.8,95.06,2412,2090,37.41,32.41,53.58,5.1,93.59,1722,1566,26.71,24.29,52.37,7.14,91.44,149.04,119.48,2.31,1.85,55.5,509,400,7.89,6.2,56,6.18,94.28,-0.69,98.59,100.46,123,134,1.91,2.08,47.86,46.73,-38
N.J,20142015,Regular,82,3888.8,2980,3335,45.98,51.46,47.19,3.89,96.28,2226,2550,34.34,39.34,46.61,5.21,95.14,1606,1902,24.78,29.35,45.78,7.22,93.48,132.29,149.88,2.04,2.31,46.88,431,490,6.65,7.56,46.8,5.94,94.12,1.01,100.7,100.07,116,124,1.79,1.91,48.33,47.14,-27
N.J,20152016,Regular,82,3797.13,2725,3177,43.06,50.2,46.17,4,95.85,2096,2367,33.12,37.4,46.96,5.2,94.42,1507,1744,23.81,27.56,46.35,7.23,92.43,128.71,141.46,2.03,2.24,47.64,431,489,6.81,7.73,46.85,6.14,94.02,0.4,99.66,100.16,109,132,1.72,2.09,45.23,46.07,-22
N.J,20162017,Regular,81,3804.22,3153,3434,49.73,54.16,47.87,3.55,95.63,2437,2641,38.44,41.65,47.99,4.6,94.32,1768,1944,27.88,30.66,47.63,6.33,92.28,143.19,154.95,2.26,2.44,48.03,455,485,7.18,7.65,48.4,5.88,94.13,0.19,98.62,100.01,112,150,1.77,2.37,42.75,49.31,-12
NSH,20072008,Regular,82,3533.54,3103,3039,52.69,51.6,50.52,4.74,95.2,2425,2404,41.18,40.82,50.22,6.06,93.93,1775,1812,30.14,30.77,49.48,8.28,91.94,151.01,143.56,2.56,2.44,51.27,495,477,8.41,8.1,50.93,6.23,94.03,-0.1,100.22,100.26,147,146,2.5,2.48,50.17,51.66,18
NSH,20082009,Regular,82,3632.72,3194,3301,52.75,54.52,49.18,4.16,95.79,2441,2545,40.32,42.03,48.96,5.45,94.54,1759,1835,29.05,30.31,48.94,7.56,92.43,142.7,155.42,2.36,2.57,47.87,478,512,7.89,8.46,48.28,5.85,93.89,0.65,99.99,99.74,133,139,2.2,2.3,48.9,52.73,-22
NSH,20092010,Regular,82,3846.3,3565,3353,55.61,52.3,51.53,4.18,95.76,2729,2552,42.57,39.81,51.68,5.46,94.44,1932,1859,30.14,29,50.96,7.71,92.36,159.94,150.77,2.5,2.35,51.48,520,515,8.11,8.03,50.24,5.86,94.09,0.34,100.07,99.95,149,142,2.32,2.22,51.2,49.56,6
NSH,20102011,Regular,82,3826.98,3342,3461,52.4,54.26,49.13,4.55,96.27,2510,2672,39.35,41.89,48.44,6.06,95.17,1860,1969,29.16,30.87,48.58,8.17,93.45,150.77,152.08,2.36,2.38,49.78,497,499,7.79,7.82,49.9,6.01,94.31,0.86,101.62,100.32,152,129,2.38,2.02,54.09,50.8,-23
NSH,20112012,Regular,82,3947.34,3256,3735,49.49,56.77,46.57,4.73,95.98,2474,2778,37.61,42.23,47.11,6.22,94.6,1818,2019,27.63,30.69,47.38,8.47,92.57,151.71,152.51,2.31,2.32,49.87,498,447,7.57,6.79,52.7,6.13,94.51,0.09,101.04,100.64,154,150,2.34,2.28,50.66,49.31,-17
NSH,20122013,Regular,48,2304.23,1808,2065,47.08,53.77,46.68,4.09,95.88,1347,1501,35.07,39.08,47.3,5.49,94.34,981,1062,25.54,27.65,48.02,7.54,92,84.12,81.19,2.19,2.11,50.89,270,250,7.03,6.51,51.92,6.25,94.59,-0.25,99.54,100.84,74,85,1.93,2.21,46.54,49.74,-2
NSH,20132014,Regular,82,3942.51,3420,3640,52.05,55.4,48.44,4.44,95.27,2600,2670,39.57,40.63,49.34,5.85,93.56,1911,1914,29.08,29.13,49.96,7.95,91.01,147.6,137.79,2.25,2.1,51.72,461,402,7.02,6.12,53.42,5.68,94.84,-1.28,98.97,100.52,152,172,2.31,2.62,46.91,53.08,-2
NSH,20142015,Regular,82,3882.17,3858,3446,59.63,53.26,52.82,4.3,96.34,2841,2520,43.91,38.95,52.99,5.84,95,2055,1817,31.76,28.08,53.07,8.08,93.07,159.6,133.47,2.47,2.06,54.46,491,417,7.59,6.44,54.07,5.62,94.7,0.3,101.14,100.32,166,126,2.57,1.95,56.85,49.03,15
NSH,20152016,Regular,82,3849.98,3670,3324,57.2,51.8,52.47,3.87,95.88,2733,2370,42.59,36.94,53.56,5.2,94.22,1942,1747,30.27,27.23,52.64,7.31,92.16,151.43,132.69,2.36,2.07,53.3,488,438,7.61,6.83,52.7,5.54,94.4,-0.18,99.47,99.94,142,137,2.21,2.14,50.9,49.75,0
NSH,20162017,Regular,82,3891.21,3801,3600,58.61,55.51,51.36,4.21,96.06,2815,2707,43.41,41.74,50.98,5.68,94.75,2037,1931,31.41,29.77,51.34,7.85,92.65,161.26,150.97,2.49,2.33,51.65,480,460,7.4,7.09,51.06,5.73,94.42,0.33,100.5,100.15,160,142,2.47,2.19,52.98,51.28,29
NYI,20072008,Regular,82,3545.65,3280,3231,55.5,54.68,50.38,3.63,95.91,2433,2422,41.17,40.99,50.11,4.89,94.55,1805,1736,30.54,29.38,50.97,6.59,92.4,154.11,149.26,2.61,2.53,50.8,552,519,9.34,8.78,51.54,6.33,93.84,0.71,98.99,100.17,119,132,2.01,2.23,47.41,50.93,-28
NYI,20082009,Regular,82,3615.54,3274,3899,54.33,64.7,45.64,3.57,95.56,2362,2817,39.2,46.75,45.61,4.95,93.86,1749,2006,29.02,33.29,46.58,6.69,91.38,143.57,168.45,2.38,2.8,46.01,515,588,8.55,9.76,46.69,6.08,94.02,-0.16,98.07,100.1,117,173,1.94,2.87,40.34,45.33,9
NYI,20092010,Regular,81,3674.38,3401,3743,55.54,61.12,47.61,4.18,95.54,2519,2669,41.13,43.58,48.55,5.64,93.74,1834,1932,29.95,31.55,48.7,7.74,91.36,166.19,169.98,2.71,2.78,49.44,613,620,10.01,10.12,49.72,6.6,93.63,0.11,99.1,100.23,142,167,2.32,2.73,45.95,48.37,0
NYI,20102011,Regular,82,3718.15,3361,3919,54.24,63.24,46.17,4.11,95.56,2453,2828,39.58,45.64,46.45,5.63,93.85,1772,1988,28.59,32.08,47.13,7.79,91.25,156.4,184.65,2.52,2.98,45.86,573,679,9.25,10.96,45.77,6.38,93.47,0.38,99.04,99.85,138,174,2.23,2.81,44.23,50.41,5
NYI,20112012,Regular,82,3948.83,3492,3841,53.06,58.36,47.62,3.72,95.47,2591,2727,39.37,41.44,48.72,5.02,93.62,1903,1940,28.91,29.48,49.52,6.83,91.03,169.4,173.3,2.57,2.63,49.43,649,647,9.86,9.83,50.08,6.54,93.65,-0.03,97.86,100.18,130,174,1.98,2.64,42.76,48.33,20
NYI,20122013,Regular,48,2324.87,2169,2174,55.98,56.11,49.94,4.33,95.58,1588,1539,40.98,39.72,50.78,5.92,93.76,1173,1059,30.27,27.33,52.55,8.01,90.93,104.17,99.4,2.69,2.57,51.17,374,334,9.65,8.62,52.82,6.56,93.54,0.22,98.95,100.1,94,96,2.43,2.48,49.47,50.12,12
NYI,20132014,Regular,82,3844.43,3620,3693,56.5,57.64,49.5,3.9,95.37,2636,2718,41.14,42.42,49.23,5.35,93.71,1932,1921,30.15,29.98,50.14,7.3,91.1,168.25,173.87,2.63,2.71,49.18,634,618,9.89,9.65,50.64,6.38,93.6,0.11,98.4,99.99,141,171,2.2,2.67,45.19,47.82,-17
NYI,20142015,Regular,82,3963.9,4091,3664,61.92,55.46,52.75,4.18,95.69,3016,2559,45.65,38.73,54.1,5.67,93.83,2171,1843,32.86,27.9,54.09,7.88,91.43,203.62,164.24,3.08,2.49,55.35,749,589,11.34,8.92,55.98,6.75,93.58,0.24,99.3,100.33,171,158,2.59,2.39,51.98,49.75,41
NYI,20152016,Regular,82,3952.3,3678,3751,55.84,56.94,49.51,4.19,96.11,2680,2696,40.69,40.93,49.85,5.75,94.58,1899,1965,28.83,29.83,49.15,8.11,92.57,163.48,171.77,2.48,2.61,48.76,593,633,9,9.61,48.37,6.1,93.63,0.96,100.68,99.73,154,146,2.34,2.22,51.33,50.78,-10
NYI,20162017,Regular,82,3975.7,3695,4037,55.76,60.93,47.79,4.79,95.79,2714,2936,40.96,44.31,48.04,6.52,94.21,1995,2074,30.11,31.3,49.03,8.87,91.8,163.11,181.67,2.46,2.74,47.31,549,627,8.29,9.46,46.68,6.01,93.81,0.4,100.68,99.82,177,170,2.67,2.57,51.01,46.95,-20
NYR,20072008,Regular,82,3568.71,3312,2797,55.68,47.03,54.22,3.96,96.03,2568,2079,43.18,34.95,55.26,5.1,94.66,1845,1505,31.02,25.3,55.07,7.1,92.62,164.45,143.64,2.76,2.41,53.38,535,548,8.99,9.21,49.4,6.4,93.09,1.57,99.72,99.49,131,111,2.2,1.87,54.13,52.31,22
NYR,20082009,Regular,82,3581.28,3562,3191,59.68,53.46,52.75,3.48,95.55,2686,2456,45,41.15,52.24,4.62,94.22,1926,1770,32.27,29.65,52.11,6.44,91.98,175.08,167.68,2.93,2.81,51.08,635,667,10.64,11.17,48.77,6.52,93.17,1.05,98.42,99.69,124,142,2.08,2.38,46.62,50.93,-6
NYR,20092010,Regular,82,3687.21,3444,3475,56.04,56.55,49.78,4.24,96,2552,2586,41.53,42.08,49.67,5.72,94.62,1827,1847,29.73,30.06,49.73,7.99,92.47,172.64,177.78,2.81,2.89,49.27,651,682,10.59,11.1,48.84,6.76,93.13,1.5,100.47,99.89,146,139,2.38,2.26,51.23,49.05,-4
NYR,20102011,Regular,82,3798.15,3451,3587,54.52,56.66,49.03,4.32,96.18,2607,2583,41.18,40.8,50.23,5.72,94.7,1871,1883,29.56,29.75,49.84,7.96,92.72,196.55,168.16,3.1,2.66,53.89,796,618,12.57,9.76,56.29,7.54,93.49,1.21,100.69,101.03,149,137,2.35,2.16,52.1,47.82,4
NYR,20112012,Regular,82,3811.45,3228,3532,50.82,55.6,47.75,4.62,96.35,2437,2495,38.36,39.28,49.41,6.11,94.83,1784,1774,28.08,27.93,50.14,8.35,92.73,171.05,161.38,2.69,2.54,51.45,656,587,10.33,9.24,52.78,7.02,93.53,1.3,101.08,100.55,149,129,2.35,2.03,53.6,50.13,-15
NYR,20122013,Regular,48,2290.25,2254,2081,59.05,54.52,52,3.99,96.78,1675,1456,43.88,38.14,53.5,5.37,95.4,1216,1034,31.86,27.09,54.04,7.4,93.52,107.83,92.57,2.82,2.43,53.81,398,342,10.43,8.96,53.78,6.44,93.64,1.76,100.92,100.08,90,67,2.36,1.76,57.32,50.81,13
NYR,20132014,Regular,83,3865.18,3854,3501,59.83,54.35,52.4,3.68,96.26,2892,2611,44.89,40.53,52.55,4.91,94.98,2127,1889,33.02,29.32,52.96,6.68,93.07,178.32,164.62,2.77,2.56,52,659,618,10.23,9.59,51.61,6.17,93.7,1.29,99.74,99.86,142,131,2.2,2.03,52.01,48.67,52
NYR,20142015,Regular,82,3947.5,3636,3714,55.27,56.45,49.47,4.92,96.31,2730,2793,41.49,42.45,49.43,6.56,95.09,2025,1980,30.78,30.09,50.56,8.84,93.08,175.34,170.49,2.67,2.59,50.7,655,619,9.96,9.41,51.41,6.42,93.9,1.2,101.92,100.32,179,137,2.72,2.08,56.65,46.18,3
NYR,20152016,Regular,82,3942.91,3432,3814,52.23,58.04,47.36,4.75,96.62,2552,2777,38.83,42.26,47.89,6.39,95.35,1810,1966,27.54,29.92,47.93,9.01,93.44,157.18,179,2.39,2.72,46.75,574,677,8.73,10.3,45.88,6.16,93.55,1.8,102.44,99.71,163,129,2.48,1.96,55.82,49.29,-10
NYR,20162017,Regular,82,3957.94,3524,3826,53.42,58,47.95,4.74,95.97,2669,2802,40.46,42.48,48.78,6.26,94.5,1895,2002,28.73,30.35,48.63,8.81,92.31,166.41,170.18,2.52,2.58,49.44,588,575,8.91,8.72,50.56,6.23,93.93,0.58,101.12,100.16,167,154,2.53,2.33,52.02,49.05,10
OTT,20072008,Regular,82,3530.13,3253,3083,55.29,52.4,51.34,4.95,95.23,2424,2377,41.2,40.4,50.49,6.64,93.82,1786,1742,30.36,29.61,50.62,9.01,91.56,145.81,145.22,2.48,2.47,50.1,512,481,8.7,8.18,51.56,6.02,93.89,-0.07,100.58,99.91,161,147,2.74,2.5,52.27,52.25,-56
OTT,20082009,Regular,82,3589.02,3100,3200,51.82,53.5,49.21,4.03,95.56,2322,2371,38.82,39.64,49.48,5.38,94.01,1700,1722,28.42,28.79,49.68,7.35,91.75,133.48,137.4,2.23,2.3,49.28,462,457,7.72,7.64,50.27,5.75,94.2,-0.19,99.11,99.95,125,142,2.09,2.37,46.82,51.38,-8
OTT,20092010,Regular,82,3710.01,3444,3178,55.7,51.4,52.01,4.18,94.68,2544,2317,41.14,37.47,52.33,5.66,92.71,1845,1672,29.84,27.04,52.46,7.8,89.89,155.13,142.02,2.51,2.3,52.21,553,490,8.94,7.92,53.02,6.1,93.87,-1.16,97.7,99.97,144,169,2.33,2.73,46.01,49.18,-44
OTT,20102011,Regular,82,3792.15,3436,3455,54.36,54.67,49.86,3.58,94.99,2561,2603,40.52,41.19,49.59,4.8,93.35,1872,1895,29.62,29.98,49.69,6.57,90.87,149.82,155.13,2.37,2.45,49.13,523,570,8.27,9.02,47.85,5.85,94.04,-0.69,97.44,99.89,123,173,1.95,2.74,41.55,51.34,-28
OTT,20112012,Regular,82,3789.7,3846,3507,60.89,55.52,52.31,4.16,95.64,2791,2682,44.19,42.46,51,5.73,94.3,2009,1954,31.81,30.94,50.69,7.96,92.17,159.56,164.26,2.53,2.6,49.28,542,571,8.58,9.04,48.7,5.72,93.88,0.42,100.13,99.59,160,153,2.53,2.42,51.12,50.35,-52
OTT,20122013,Regular,48,2226.8,2337,2017,62.97,54.35,53.67,3.17,96.38,1703,1525,45.89,41.09,52.76,4.35,95.21,1227,1126,33.06,30.34,52.15,6.03,93.52,97.17,87.56,2.62,2.36,52.6,301,292,8.11,7.87,50.76,5.71,94.26,0.95,99.55,99.96,74,73,1.99,1.97,50.34,50.49,-14
OTT,20132014,Regular,82,3749.6,3939,3577,63.03,57.24,52.41,3.99,95.3,2965,2846,47.45,45.54,51.02,5.3,94.1,2104,2117,33.67,33.88,49.85,7.46,92.06,157.93,167.85,2.53,2.69,48.48,503,552,8.05,8.83,47.68,5.33,94.1,-0.01,99.53,99.43,157,168,2.51,2.69,48.31,51.75,-25
OTT,20142015,Regular,82,3792.73,3583,3547,56.68,56.11,50.25,4.24,95.97,2586,2732,40.91,43.22,48.63,5.88,94.77,1885,2035,29.82,32.19,48.09,8.06,92.97,159.98,152.63,2.53,2.41,51.18,546,466,8.64,7.37,53.95,6.19,94.41,0.35,101.04,100.6,152,143,2.4,2.26,51.53,49.07,0
OTT,20152016,Regular,82,3905.68,3466,3839,53.25,58.98,47.45,4.3,96.14,2517,2872,38.67,44.12,46.71,5.92,94.85,1806,2100,27.74,32.26,46.24,8.25,92.95,146.71,166.09,2.25,2.55,46.9,521,540,8,8.3,49.1,5.83,94.22,0.63,101.2,100.05,149,148,2.29,2.27,50.17,51.19,-13
OTT,20162017,Regular,82,3874.54,3595,3809,55.67,58.99,48.55,3.76,96.3,2616,2745,40.51,42.51,48.8,5.16,94.86,1925,1917,29.81,29.69,50.1,7.01,92.64,152.59,158,2.36,2.45,49.13,494,500,7.65,7.74,49.7,5.83,94.24,0.62,99.66,100.08,135,141,2.09,2.18,48.91,51.32,-1
PHI,20072008,Regular,82,3408.34,2905,3343,51.14,58.85,46.49,4.3,95.9,2190,2505,38.55,44.1,46.65,5.71,94.53,1611,1857,28.36,32.69,46.45,7.76,92.62,130.98,144.11,2.31,2.54,47.61,437,493,7.69,8.68,46.99,5.98,94.25,0.28,100.38,100.23,125,137,2.2,2.41,47.71,48.45,-14
PHI,20082009,Regular,82,3546.32,3238,3557,54.78,60.18,47.65,4.66,95.73,2445,2610,41.37,44.16,48.37,6.18,94.18,1798,1898,30.42,32.11,48.65,8.4,91.99,143.32,153.38,2.42,2.59,48.31,491,500,8.31,8.46,49.55,5.86,94.12,0.05,100.39,99.99,151,152,2.55,2.57,49.83,48.2,-86
PHI,20092010,Regular,82,3590.72,3499,3371,58.47,56.33,50.93,4,95.79,2617,2453,43.73,40.99,51.62,5.35,94.21,1887,1781,31.53,29.76,51.44,7.42,92.03,169.27,150.29,2.83,2.51,52.97,601,498,10.04,8.32,54.69,6.47,93.87,0.34,99.45,100.34,140,142,2.34,2.37,49.65,50.53,-13
PHI,20102011,Regular,82,3711.06,3587,3695,57.99,59.74,49.26,4.82,96.21,2674,2680,43.23,43.33,49.94,6.47,94.78,1979,1903,32,30.77,50.98,8.74,92.64,166.07,162.93,2.68,2.63,50.48,554,553,8.96,8.94,50.05,6.21,93.92,0.86,101.38,100.13,173,140,2.8,2.26,55.27,49.86,-13
PHI,20112012,Regular,83,3623.1,3537,3399,58.57,56.29,50.99,4.69,95.73,2603,2490,43.11,41.24,51.11,6.38,94.18,1916,1763,31.73,29.2,52.08,8.66,91.78,168.71,153.26,2.79,2.54,52.4,573,498,9.49,8.25,53.5,6.48,93.84,0.33,100.44,100.33,166,145,2.75,2.4,53.38,47.08,20
PHI,20122013,Regular,48,2167.15,1947,2142,53.9,59.3,47.62,4.21,95.56,1421,1548,39.34,42.86,47.86,5.77,93.86,1027,1061,28.43,29.37,49.19,7.98,91.05,83.93,90.38,2.32,2.5,48.15,259,288,7.17,7.97,47.35,5.91,94.16,-0.3,99.03,100.07,82,95,2.27,2.63,46.33,47.62,9
PHI,20132014,Regular,82,3669.66,3512,3516,57.42,57.49,49.97,4.1,95.73,2535,2612,41.45,42.71,49.25,5.68,94.26,1795,1935,29.35,31.64,48.12,8.02,92.25,141.07,144.74,2.31,2.37,49.36,460,431,7.52,7.05,51.63,5.56,94.46,-0.2,100.27,100.02,144,150,2.35,2.45,48.98,49.43,-2
PHI,20142015,Regular,82,3865.8,3517,3614,54.59,56.09,49.32,3.78,96.26,2535,2649,39.35,41.11,48.9,5.25,94.9,1808,1915,28.06,29.72,48.56,7.36,92.95,140.01,153.52,2.17,2.38,47.7,445,512,6.91,7.95,46.5,5.52,94.2,0.7,100.31,99.73,133,135,2.06,2.1,49.63,50.8,-20
PHI,20152016,Regular,82,3780.94,3699,3612,58.7,57.32,50.59,3.6,96.43,2637,2598,41.85,41.23,50.37,5.04,95.03,1881,1942,29.85,30.82,49.2,7.07,93.36,149.51,153.93,2.37,2.44,49.27,510,516,8.09,8.19,49.71,5.67,94.08,0.96,100.43,99.74,133,129,2.11,2.05,50.76,50.72,-9
PHI,20162017,Regular,82,3849.73,3755,3594,58.52,56.01,51.1,3.38,95.72,2685,2544,41.85,39.65,51.35,4.73,93.95,1909,1838,29.75,28.65,50.95,6.65,91.62,149.96,153.61,2.34,2.39,49.4,499,523,7.78,8.15,48.83,5.59,93.96,-0.02,98.27,99.55,127,154,1.98,2.4,45.2,52.68,39
PIT,20072008,Regular,82,3478.36,2820,3382,48.64,58.34,45.47,5.04,96.39,2192,2543,37.81,43.87,46.29,6.48,95.2,1580,1813,27.25,31.27,46.57,8.99,93.27,140.09,136.14,2.42,2.35,50.71,488,409,8.42,7.06,54.4,6.39,94.65,0.56,102.26,101.04,142,122,2.45,2.1,53.79,46.49,13
PIT,20082009,Regular,82,3531.38,3134,3386,53.25,57.53,48.07,5.23,95.89,2345,2446,39.84,41.56,48.95,6.99,94.32,1688,1776,28.68,30.18,48.73,9.72,92.17,139.5,135.45,2.37,2.3,50.74,462,449,7.85,7.63,50.71,5.95,94.46,-0.15,101.89,100.41,164,139,2.79,2.36,54.13,48.48,19
PIT,20092010,Regular,81,3556.44,3563,3282,60.11,55.37,52.05,4.69,95.28,2691,2424,45.4,40.89,52.61,6.21,93.61,1942,1701,32.76,28.7,53.31,8.6,90.89,160.49,143.3,2.71,2.42,52.83,534,475,9.01,8.01,52.92,5.96,94.09,-0.48,99.49,100.05,167,155,2.82,2.61,51.86,48.27,-8
PIT,20102011,Regular,82,3623.7,3579,3209,59.26,53.13,52.73,4.02,96.04,2625,2389,43.46,39.56,52.35,5.49,94.68,1917,1736,31.74,28.74,52.48,7.51,92.68,144.95,141.5,2.4,2.34,50.6,477,498,7.9,8.25,48.92,5.52,94.08,0.61,100.2,99.6,144,127,2.38,2.1,53.14,50.35,25
PIT,20112012,Regular,82,3793.39,3843,3243,60.78,51.29,54.23,4.87,95.1,2893,2410,45.76,38.12,54.55,6.46,93.4,2098,1737,33.18,27.47,54.71,8.91,90.85,172.59,149.66,2.73,2.37,53.56,549,518,8.68,8.19,51.45,5.97,93.79,-0.39,99.76,99.76,187,159,2.96,2.51,54.05,51.01,28
PIT,20122013,Regular,48,2223.8,2041,2125,55.07,57.33,48.99,5.24,96.42,1527,1538,41.2,41.5,49.82,7.01,95.06,1108,1111,29.89,29.98,49.93,9.66,93.16,92.09,86.59,2.48,2.34,51.54,282,250,7.61,6.75,53.01,6.03,94.37,0.69,102.82,100.4,107,76,2.89,2.05,58.47,51.46,-1
PIT,20132014,Regular,82,3836.74,3335,3521,52.15,55.06,48.64,4.59,95.83,2493,2572,38.99,40.22,49.22,6.14,94.28,1843,1784,28.82,27.9,50.81,8.3,91.76,142.31,140.85,2.23,2.2,50.26,458,438,7.16,6.85,51.12,5.71,94.52,-0.24,100.06,100.23,153,147,2.39,2.3,51,50.48,36
PIT,20142015,Regular,82,3785.96,3598,3215,57.02,50.95,52.81,4.06,95.93,2664,2377,42.22,37.67,52.85,5.48,94.49,1955,1758,30.98,27.86,52.65,7.47,92.55,156.57,143.93,2.48,2.28,52.1,477,475,7.56,7.53,50.11,5.88,93.95,0.54,100.02,99.82,146,131,2.31,2.08,52.71,48.6,-22
